City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
95,Vardo,NO,2022-05-12 15:22:36,70.3705,31.1107,40.98,75,100,4.61
96,Mitsamiouli,KM,2022-05-12 15:22:37,-11.3847,43.2844,82.69,61,20,5.75
97,Victoria,HK,2022-05-12 15:21:53,22.2855,114.1577,77.38,95,100,7.02
98,Pochutla,MX,2022-05-12 15:22:37,15.7432,-96.4661,89.82,46,6,5.17
99,Maarianhamina,AX,2022-05-12 15:22:38,60.0973,19.9348,55.26,58,0,14.97
100,Lawton,US,2022-05-12 15:19:15,34.6087,-98.3903,78.08,67,0,16.11
101,Punta Alta,AR,2022-05-12 15:22:38,-38.8759,-62.0736,59.94,49,96,14.25
102,Deep River,CA,2022-05-12 15:22:38,46.1001,-77.4995,78.94,44,29,6.31
103,Katsuura,JP,2022-05-12 15:20:54,35.1333,140.3,65.5,95,100,7.87
104,San Juan,AR,2022-05-12 15:22:39,-31.5375,-68.5364,68.83,50,43,9.51
105,Evensk,RU,2022-05-12 15:22:39,61.95,159.2333,30.52,89,64,8.59
106,Leningradskiy,RU,2022-05-12 15:22:40,69.3833,178.4167,20.52,90,93,11.48
107,Lebu,CL,2022-05-12 15:22:40,-37.6167,-73.65,54.27,92,100,2.26
108,Nikolskoye,RU,2022-05-12 15:22:40,59.7035,30.7861,50.88,96,100,8.25
109,Xiantao,CN,2022-05-12 15:22:41,30.3833,113.4,69.48,78,100,6.85
110,Esperance,AU,2022-05-12 15:22:41,-33.8667,121.9,59.34,66,100,6.78
111,Caala,AO,2022-05-12 15:22:42,-12.8525,15.5606,80.13,37,0,1.9
112,Georgetown,MY,2022-05-12 15:21:40,5.4112,100.3354,85.95,86,20,2.3
113,Malinyi,TZ,2022-05-12 15:22:42,-8.9333,36.1333,76.89,76,31,2.37
114,Bubaque,GW,2022-05-12 15:22:42,11.2833,-15.8333,77.7,79,62,8.88
115,Upernavik,GL,2022-05-12 15:22:43,72.7868,-56.1549,16.63,79,6,7.31
116,Kamennomostskoye,RU,2022-05-12 15:22:43,43.7372,43.0514,47.37,85,98,4.0
117,Hambantota,LK,2022-05-12 15:22:44,6.1241,81.1185,81.21,80,99,15.55
118,Torbay,CA,2022-05-12 15:22:34,47.6666,-52.7314,60.76,86,75,18.41
119,Nishihara,JP,2022-05-12 15:22:30,26.1842,127.7558,78.08,94,75,11.5
120,Acari,PE,2022-05-12 15:22:44,-15.4311,-74.6158,74.77,56,20,6.78
121,Auki,SB,2022-05-12 15:22:44,-8.7676,160.7034,76.66,86,99,3.4
122,Khatanga,RU,2022-05-12 15:22:45,71.9667,102.5,16.07,89,45,12.93
123,Chiredzi,ZW,2022-05-12 15:22:45,-21.05,31.6667,77.0,43,6,6.02
124,New Norfolk,AU,2022-05-12 15:22:46,-42.7826,147.0587,49.71,86,49,2.48
125,Labrea,BR,2022-05-12 15:22:46,-7.2586,-64.7981,89.82,53,31,4.12
126,Biskamzha,RU,2022-05-12 15:22:46,53.4497,89.5272,46.27,45,0,4.56
127,Bredasdorp,ZA,2022-05-12 15:22:47,-34.5322,20.0403,63.91,49,0,13.18
128,Tuktoyaktuk,CA,2022-05-12 15:22:47,69.4541,-133.0374,28.4,86,75,2.3
129,Constitucion,CL,2022-05-12 15:22:48,-35.3333,-72.4167,54.59,76,100,2.15
130,Chapais,CA,2022-05-12 15:22:48,49.7834,-74.8492,69.58,37,94,5.88
131,Progreso,MX,2022-05-12 15:21:41,21.2833,-89.6667,83.1,52,0,9.33
132,Muzhi,RU,2022-05-12 15:22:48,65.3667,64.6667,43.09,97,100,0.47
133,Sitka,US,2022-05-12 15:22:49,57.0531,-135.33,46.29,71,20,0.0
134,Whitehorse,CA,2022-05-12 15:20:29,60.7161,-135.0538,34.11,88,75,3.44
135,Eyl,SO,2022-05-12 15:22:50,7.9803,49.8164,85.77,70,95,18.14
136,Honiara,SB,2022-05-12 15:22:50,-9.4333,159.95,77.36,86,91,2.55
137,Flin Flon,CA,2022-05-12 15:22:51,54.7682,-101.865,55.24,44,20,4.61
138,Darvel,GB,2022-05-12 15:22:51,55.6098,-4.2814,56.19,72,100,14.76
139,Palmer,US,2022-05-12 15:22:51,42.1584,-72.3287,77.77,57,40,3.44
140,Dali,CN,2022-05-12 15:22:52,25.7,100.1833,61.32,88,33,4.94
141,Makakilo City,US,2022-05-12 15:23:52,21.3469,-158.0858,72.19,70,0,10.36
142,Rawson,AR,2022-05-12 15:20:52,-43.3002,-65.1023,58.21,66,100,31.12
143,Maracacume,BR,2022-05-12 15:23:53,-2.0428,-45.9592,88.52,57,84,3.47
144,Mogadishu,SO,2022-05-12 15:21:25,2.0371,45.3438,82.24,82,75,14.54
145,Qaanaaq,GL,2022-05-12 15:23:53,77.484,-69.3632,16.45,70,17,4.52
146,Watford,GB,2022-05-12 15:23:53,51.6553,-0.396,64.42,54,0,16.11
147,Bjornevatn,NO,2022-05-12 15:23:54,69.6672,29.9847,44.94,65,40,10.36
148,Gifhorn,DE,2022-05-12 15:23:54,52.4833,10.55,68.31,42,0,10.36
149,Narsaq,GL,2022-05-12 15:23:55,60.9167,-46.05,43.02,89,100,5.82
150,Dikson,RU,2022-05-12 15:23:55,73.5069,80.5464,14.36,87,29,0.43
151,Shiraz,IR,2022-05-12 15:21:28,29.6036,52.5388,81.84,7,0,9.22
152,Mount Gambier,AU,2022-05-12 15:23:56,-37.8333,140.7667,55.62,90,58,1.41
153,Araouane,ML,2022-05-12 15:23:56,18.9048,-3.5265,108.3,4,4,12.19
154,Burgeo,CA,2022-05-12 15:23:57,47.6167,-57.6152,54.25,75,76,14.74
155,Vicuna,CL,2022-05-12 15:21:13,-30.0319,-70.7081,81.77,27,100,5.12
156,Fonte Boa,BR,2022-05-12 15:23:57,-2.4959,-66.2662,81.64,90,99,3.15
157,Clarksburg,US,2022-05-12 15:20:16,39.2807,-80.3445,79.41,49,0,5.75
158,Ketchikan,US,2022-05-12 15:23:58,55.3422,-131.6461,44.58,88,99,5.08
159,Limin Khersonisou,GR,2022-05-12 15:23:58,35.3162,25.3928,69.89,56,20,3.44
160,Mandalgovi,MN,2022-05-12 15:23:58,45.7625,106.2708,40.46,35,21,13.71
161,Cherskiy,RU,2022-05-12 15:23:59,68.75,161.3,20.68,91,95,9.13
162,Codrington,AU,2022-05-12 15:22:26,-38.2667,141.9667,56.25,90,92,4.25
163,Najran,SA,2022-05-12 15:23:59,17.4924,44.1277,93.85,10,1,16.44
164,Airai,TL,2022-05-12 15:22:37,-8.9266,125.4092,61.65,93,70,1.01
165,Tura,IN,2022-05-12 15:24:00,25.5198,90.2201,74.07,91,59,6.04
166,High Level,CA,2022-05-12 15:24:00,58.5169,-117.136,44.71,61,20,8.05
167,Cabo San Lucas,MX,2022-05-12 15:21:24,22.8909,-109.9124,86.61,57,13,3.58
168,Linhares,BR,2022-05-12 15:24:01,-19.3911,-40.0722,89.02,39,50,6.46
169,Lakatoro,VU,2022-05-12 15:24:01,-16.0999,167.4164,78.21,84,100,19.91
170,Paita,PE,2022-05-12 15:24:02,-5.0892,-81.1144,71.04,71,67,10.49
171,Benguela,AO,2022-05-12 15:24:02,-12.5763,13.4055,81.25,72,13,7.45
172,Belyy Yar,RU,2022-05-12 15:24:03,53.6039,91.3903,54.86,28,0,8.95
173,Gawler,AU,2022-05-12 15:24:03,-34.6,138.7333,61.25,89,42,5.19
174,Gat,IL,2022-05-12 15:21:04,31.61,34.7642,75.4,46,38,12.33
175,Qobustan,AZ,2022-05-12 15:24:03,40.0824,49.412,59.34,59,89,18.12
176,Bandundu,CD,2022-05-12 15:24:04,-3.3167,17.3667,85.98,61,79,2.15
177,Richards Bay,ZA,2022-05-12 15:24:05,-28.783,32.0377,73.81,73,26,8.95
178,Goma,CD,2022-05-12 15:24:05,-1.6792,29.2228,67.08,87,99,4.05
179,Filingue,NE,2022-05-12 15:24:06,14.3521,3.3168,107.91,15,8,2.55
180,Ucluelet,CA,2022-05-12 15:24:06,48.9329,-125.5528,44.1,92,92,2.08
181,Monteagudo,BO,2022-05-12 15:24:06,-19.8167,-63.9833,66.22,71,79,4.05
182,Hermanus,ZA,2022-05-12 15:24:07,-34.4187,19.2345,66.79,58,3,14.5
183,Mattru,SL,2022-05-12 15:24:07,7.6244,-11.8332,84.58,77,100,5.95
184,Kamiiso,JP,2022-05-12 15:24:08,41.8167,140.65,56.57,86,100,2.33
185,Mana,GF,2022-05-12 15:25:08,5.6592,-53.7767,81.28,80,34,11.34
186,Aksarka,RU,2022-05-12 15:25:09,66.5606,67.7975,35.51,100,100,2.95
187,Honningsvag,NO,2022-05-12 15:25:10,70.9821,25.9704,38.95,81,100,17.27
188,Samarkand,UZ,2022-05-12 15:25:10,39.6542,66.9597,69.22,49,20,13.8
189,Hagenow,DE,2022-05-12 15:25:11,53.4333,11.1833,67.37,55,60,12.57
190,Yerbogachen,RU,2022-05-12 15:23:32,61.2767,108.0108,48.04,76,100,7.38
191,Santa Fe,AR,2022-05-12 15:24:47,-31.6333,-60.7,68.02,61,1,5.01
192,Dudinka,RU,2022-05-12 15:25:12,69.4058,86.1778,33.62,99,100,10.02
193,Pasni,PK,2022-05-12 15:25:13,25.2631,63.471,84.81,66,25,25.88
194,Kavieng,PG,2022-05-12 15:25:13,-2.5744,150.7967,81.91,78,100,7.25
195,Seymchan,RU,2022-05-12 15:25:14,62.8833,152.4333,30.43,94,74,4.88
196,Riyadh,SA,2022-05-12 15:23:38,24.6877,46.7219,96.94,8,2,10.71
197,Souillac,MU,2022-05-12 15:25:14,-20.5167,57.5167,75.58,88,40,3.44
198,Yanam,IN,2022-05-12 15:25:15,16.7333,82.2167,81.75,83,98,2.93
199,Ryazanovskiy,RU,2022-05-12 15:25:16,55.55,39.4333,60.58,85,96,11.12
200,Saint-Louis,SN,2022-05-12 15:25:16,16.3333,-15.0,112.64,6,39,12.08
201,Dicabisagan,PH,2022-05-12 15:25:17,17.0818,122.4157,80.82,81,41,8.28
202,Lake City,US,2022-05-12 15:25:17,30.1897,-82.6393,77.86,40,2,9.91
203,Cayenne,GF,2022-05-12 15:25:18,4.9333,-52.3333,86.09,36,75,14.97
204,Talnakh,RU,2022-05-12 15:25:19,69.4865,88.3972,33.21,99,100,5.41
205,Kudligi,IN,2022-05-12 15:25:20,14.9,76.3833,75.63,81,100,20.4
206,Xinye,CN,2022-05-12 15:25:21,32.5186,112.3522,61.88,82,99,14.92
207,Ancud,CL,2022-05-12 15:25:22,-41.8697,-73.8203,52.66,84,80,8.7
208,Carlisle,US,2022-05-12 15:25:23,40.2015,-77.1889,74.52,64,16,4.0
209,Marawi,PH,2022-05-12 15:25:23,7.9986,124.2928,71.04,94,99,2.26
210,Norman Wells,CA,2022-05-12 15:25:24,65.282,-126.8329,39.24,52,20,2.3
211,Tessalit,ML,2022-05-12 15:25:25,20.1986,1.0114,104.49,4,0,5.53
212,La Rioja,ES,2022-05-12 15:25:25,42.25,-2.5,71.38,44,100,6.2
213,San Antonio,US,2022-05-12 15:23:54,29.4241,-98.4936,80.15,76,100,10.36
214,Chara,RU,2022-05-12 15:22:15,56.9064,118.2631,36.99,92,96,2.42
215,San Policarpo,PH,2022-05-12 15:25:26,12.1791,125.5072,81.32,83,100,7.43
216,Portland,US,2022-05-12 15:23:00,45.5234,-122.6762,50.79,74,100,8.01
217,Saint Anthony,US,2022-05-12 15:25:27,45.0205,-93.218,67.93,92,100,11.5
218,Kurya,RU,2022-05-12 15:25:28,51.6003,82.2888,59.29,31,16,1.3
219,Vaitape,PF,2022-05-12 15:23:03,-16.5167,-151.75,80.71,77,20,17.98
220,Pisco,PE,2022-05-12 15:23:18,-13.7,-76.2167,65.01,94,100,8.05
221,Mumford,GH,2022-05-12 15:25:28,5.2618,-0.759,84.78,71,96,10.65
222,Lokosovo,RU,2022-05-12 15:25:29,61.1333,74.8167,58.75,51,41,5.39
223,Berezovyy,RU,2022-05-12 15:25:29,51.6667,135.7,37.29,95,100,2.3
224,Gizo,SB,2022-05-12 15:23:10,-8.103,156.8419,82.71,75,100,7.92
225,Tazmalt,DZ,2022-05-12 15:25:30,36.3868,4.3989,81.7,27,10,6.69
226,Marystown,CA,2022-05-12 15:21:20,47.1666,-55.1483,50.76,87,76,15.46
227,Alcaniz,ES,2022-05-12 15:25:30,41.05,-0.1333,78.76,26,100,16.08
228,Kartuzy,PL,2022-05-12 15:25:31,54.3342,18.1974,60.6,55,40,25.32
229,Milkovo,RU,2022-05-12 15:25:32,54.7167,158.6167,39.47,88,100,1.92
230,Setermoen,NO,2022-05-12 15:26:34,68.861,18.3486,44.44,84,100,1.01
231,Tual,ID,2022-05-12 15:26:34,-5.6667,132.75,83.98,71,100,4.29
232,Lufkin,US,2022-05-12 15:26:35,31.3382,-94.7291,81.61,74,0,3.44
233,Lorengau,PG,2022-05-12 15:26:35,-2.0226,147.2712,81.7,71,21,3.47
234,Hervey Bay,AU,2022-05-12 15:26:36,-25.2986,152.8535,74.01,90,100,4.0
235,Puerto Ayora,EC,2022-05-12 15:26:36,-0.7393,-90.3518,76.96,91,53,1.99
236,Kolokani,ML,2022-05-12 15:26:37,13.5728,-8.0339,105.35,8,6,1.61
237,Rossland,CA,2022-05-12 15:26:38,49.0831,-117.8022,43.92,60,100,5.01
238,Bambous Virieux,MU,2022-05-12 15:26:38,-20.3428,57.7575,75.45,88,40,3.44
239,Bilibino,RU,2022-05-12 15:26:39,68.0546,166.4372,15.87,98,100,1.61
240,Korla,CN,2022-05-12 15:25:29,41.7597,86.1469,62.26,54,99,23.42
241,Sioux Lookout,CA,2022-05-12 15:26:39,50.1001,-91.917,55.47,71,100,6.91
242,Coihaique,CL,2022-05-12 15:26:40,-45.5752,-72.0662,40.95,100,100,3.44
243,Grand Gaube,MU,2022-05-12 15:26:41,-20.0064,57.6608,75.6,84,8,1.99
244,Kintampo,GH,2022-05-12 15:26:41,8.0563,-1.7306,91.78,46,100,6.15
245,Opportunity,US,2022-05-12 15:26:42,47.6499,-117.2399,48.9,60,0,3.44
246,Codajas,BR,2022-05-12 15:26:42,-3.8367,-62.0569,87.94,61,45,4.65
247,Mahebourg,MU,2022-05-12 15:26:43,-20.4081,57.7,75.49,88,40,3.44
248,Xiashi,CN,2022-05-12 15:26:44,30.5363,120.6864,68.0,97,100,8.3
249,Longyearbyen,SJ,2022-05-12 15:26:44,78.2186,15.6401,21.04,58,0,14.97
250,Rocha,UY,2022-05-12 15:26:45,-34.4833,-54.3333,61.29,52,35,7.92
251,Salalah,OM,2022-05-12 15:26:46,17.0151,54.0924,85.53,52,3,2.53
252,Avera,US,2022-05-12 15:26:46,33.194,-82.5271,75.54,56,0,13.51
253,Aklavik,CA,2022-05-12 15:26:47,68.2191,-135.0107,32.0,74,75,2.3
254,Sakakah,SA,2022-05-12 15:24:34,29.9697,40.2064,87.37,14,0,16.46
255,Colares,PT,2022-05-12 15:26:47,38.7992,-9.4469,88.32,37,20,8.05
256,Berlevag,NO,2022-05-12 15:26:48,70.8578,29.0864,40.95,70,75,14.97
257,Hithadhoo,MV,2022-05-12 15:26:49,-0.6,73.0833,83.66,71,99,14.12
258,Uglovskoye,RU,2022-05-12 15:26:49,51.3557,80.1942,64.29,26,10,6.93
259,Meulaboh,ID,2022-05-12 15:26:50,4.1363,96.1285,80.83,77,53,2.01
260,Iwanai,JP,2022-05-12 15:26:50,42.9744,140.5089,53.04,95,100,2.89
261,Lompoc,US,2022-05-12 15:23:04,34.6391,-120.4579,64.78,75,0,18.01
262,Haines Junction,CA,2022-05-12 15:26:51,60.7522,-137.5108,30.15,80,99,1.14
263,Beaverlodge,CA,2022-05-12 15:26:52,55.2166,-119.4361,43.95,84,46,3.8
264,Baykit,RU,2022-05-12 15:26:54,61.67,96.37,38.34,96,85,1.92
265,Berdigestyakh,RU,2022-05-12 15:26:54,62.0989,126.6992,33.91,96,90,3.6
266,Khasan,RU,2022-05-12 15:26:55,42.4308,130.6434,49.53,66,85,9.91
267,Alenquer,BR,2022-05-12 15:26:56,-1.9417,-54.7383,86.9,60,64,4.97
268,Yagodnoye,RU,2022-05-12 15:26:56,62.55,149.6667,17.74,88,52,4.34
269,Russell,US,2022-05-12 15:24:12,32.3502,-85.1999,79.05,46,0,5.75
270,Dingle,PH,2022-05-12 15:23:31,10.9995,122.6711,79.63,82,98,5.57
271,Meadow Lake,US,2022-05-12 15:26:57,34.8014,-106.5436,63.79,15,100,9.31
272,Ahtopol,BG,2022-05-12 15:26:58,42.1,27.95,66.99,61,21,8.21
273,Caravelas,BR,2022-05-12 15:26:58,-17.7125,-39.2481,86.99,50,100,6.2
274,Bathsheba,BB,2022-05-12 15:26:59,13.2167,-59.5167,86.61,66,40,21.85
275,Sao Filipe,CV,2022-05-12 15:27:59,14.8961,-24.4956,75.83,71,20,13.02
276,San Quintin,MX,2022-05-12 15:28:00,30.4833,-115.95,61.81,52,0,2.57
277,La Ronge,CA,2022-05-12 15:25:26,55.1001,-105.2842,44.82,65,75,5.75
278,Mehamn,NO,2022-05-12 15:28:00,71.0357,27.8492,40.91,93,100,21.07
279,Vagur,FO,2022-05-12 15:28:00,61.4732,-6.8119,46.08,86,100,23.04
280,Kathu,TH,2022-05-12 15:28:01,7.9178,98.3332,86.76,85,98,13.35
281,Denpasar,ID,2022-05-12 15:28:02,-8.65,115.2167,83.86,88,40,9.22
282,Clyde River,CA,2022-05-12 15:26:44,70.4692,-68.5914,23.23,74,0,11.5
283,Marcavelica,PE,2022-05-12 15:28:02,-4.8778,-80.7053,77.88,54,72,5.03
284,Klaksvik,FO,2022-05-12 15:28:03,62.2266,-6.589,47.32,84,100,15.17
285,Chicama,PE,2022-05-12 15:28:03,-7.8447,-79.1469,63.14,77,95,6.38
286,Gimbi,ET,2022-05-12 15:28:04,9.1667,35.8333,73.94,36,94,3.8
287,Olafsvik,IS,2022-05-12 15:28:04,64.8945,-23.7142,35.51,91,100,29.66
288,Severo-Kurilsk,RU,2022-05-12 15:23:17,50.6789,156.125,39.78,92,97,4.23
289,Nuuk,GL,2022-05-12 15:25:24,64.1835,-51.7216,32.61,93,100,9.22
290,Biak,ID,2022-05-12 15:28:05,-0.9131,122.8766,78.19,86,83,2.55
291,Dongsheng,CN,2022-05-12 15:28:05,39.8161,109.9776,42.26,22,13,17.13
292,Chinsali,ZM,2022-05-12 15:28:06,-10.5414,32.0816,68.77,66,52,6.11
293,Manjacaze,MZ,2022-05-12 15:28:06,-24.7117,33.8828,72.05,78,46,5.3
294,Orikhiv,UA,2022-05-12 15:28:06,47.5673,35.7858,69.21,44,42,11.54
295,Kandrian,PG,2022-05-12 15:28:07,-6.2167,149.55,78.28,87,100,7.96
