WeatherPy_Database,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Country,Date
264,Taltal,-25.4,-70.4833,64.38,68,23,5.77,Clouds,CL,2022-05-13 19:21:12
265,Las Palmas,28.4204,-14.0131,66.99,78,0,4.61,Clear,ES,2022-05-13 19:21:12
266,Conde,-7.2597,-34.9075,78.26,94,75,5.75,Clouds,BR,2022-05-13 19:21:13
267,Sao Joao Da Barra,-21.6403,-41.0511,78.89,71,97,12.15,Clouds,BR,2022-05-13 19:21:13
268,Belmonte,-15.8631,-38.8828,79.39,74,17,7.29,Clouds,BR,2022-05-13 19:22:13
269,Ginda,30.6945,78.4932,64.09,47,0,6.71,Clear,IN,2022-05-13 19:22:14
270,Melfort,52.8667,-104.6177,45.55,80,100,26.24,Rain,CA,2022-05-13 19:22:14
271,Kita,13.0349,-9.4895,99.37,17,70,7.11,Clouds,ML,2022-05-13 19:22:15
272,Khasan,42.4308,130.6434,45.41,68,100,3.02,Clouds,RU,2022-05-13 19:18:40
273,La Ronge,55.1001,-105.2842,46.62,49,100,11.5,Clouds,CA,2022-05-13 19:22:15
274,Chokurdakh,70.6333,147.9167,13.68,92,100,5.37,Clouds,RU,2022-05-13 19:22:15
275,Kavieng,-2.5744,150.7967,81.39,75,55,10.13,Clouds,PG,2022-05-13 19:22:16
276,Galle,6.0367,80.217,80.15,86,100,15.32,Rain,LK,2022-05-13 19:22:16
277,Conceicao Do Araguaia,-8.2578,-49.2647,84.52,67,100,4.83,Clouds,BR,2022-05-13 19:22:16
278,Scottsbluff,41.8666,-103.6672,68.77,20,0,23.02,Clear,US,2022-05-13 19:20:57
279,Amarante,-6.2411,-42.8547,85.53,65,100,4.29,Clouds,BR,2022-05-13 19:22:17
280,Aranda De Duero,41.6704,-3.6892,68.18,52,17,5.37,Clouds,ES,2022-05-13 19:22:17
281,Narsaq,60.9167,-46.05,39.42,79,86,5.68,Clouds,GL,2022-05-13 19:22:18
282,Fort Nelson,58.8053,-122.7002,47.79,76,75,5.75,Rain,CA,2022-05-13 19:19:04
283,Laguna,38.421,-121.4238,78.08,35,0,8.05,Clear,US,2022-05-13 19:22:18
284,Acarau,-2.8856,-40.12,78.91,85,100,12.03,Clouds,BR,2022-05-13 19:22:18
285,Wangqing,43.3218,129.7634,39.81,60,100,0.67,Clouds,CN,2022-05-13 19:22:19
286,Sorland,67.667,12.6934,44.46,89,100,18.84,Rain,NO,2022-05-13 19:22:16
287,Westbrook,43.677,-70.3712,89.85,71,0,18.41,Clear,US,2022-05-13 19:22:19
288,Los Llanos De Aridane,28.6585,-17.9182,66.13,88,100,2.3,Clouds,ES,2022-05-13 19:18:00
289,Tasiilaq,65.6145,-37.6368,30.36,56,70,2.64,Clouds,GL,2022-05-13 19:22:20
290,Tsiroanomandidy,-18.7667,46.0333,62.96,65,8,0.76,Clear,MG,2022-05-13 19:22:20
291,Leshukonskoye,64.8989,45.7622,47.41,81,100,4.92,Clouds,RU,2022-05-13 19:22:20
292,Bonavista,48.6499,-53.1147,39.45,73,96,13.15,Clouds,CA,2022-05-13 19:22:21
293,Camargo,27.6667,-105.1667,92.91,10,0,9.69,Clear,MX,2022-05-13 19:19:52
294,Hervey Bay,-25.2986,152.8535,70.02,96,90,14.0,Clouds,AU,2022-05-13 19:20:36
295,Vao,-22.6667,167.4833,73.0,64,100,20.51,Clouds,NC,2022-05-13 19:22:21
296,Pathein,16.7833,94.7333,80.69,85,8,4.79,Clear,MM,2022-05-13 19:22:22
297,Shahr-E Kord,32.3256,50.8644,47.97,27,0,6.91,Clear,IR,2022-05-13 19:22:22
298,Petapa,14.5028,-90.5517,84.25,41,20,11.5,Clouds,GT,2022-05-13 19:22:22
299,Hambantota,6.1241,81.1185,79.66,87,95,16.78,Clouds,LK,2022-05-13 19:22:23
300,Young,-32.6833,-57.6333,64.56,55,100,4.25,Clouds,UY,2022-05-13 19:22:23
301,Jalu,29.0331,21.5482,75.74,41,54,16.96,Clouds,LY,2022-05-13 19:22:24
302,Limon,10.0,-83.0333,84.09,74,75,19.57,Clouds,CR,2022-05-13 19:22:24
303,Ariquemes,-9.9133,-63.0408,86.99,58,84,1.34,Clouds,BR,2022-05-13 19:22:24
304,Malanje,-9.5402,16.341,71.96,62,92,2.93,Clouds,AO,2022-05-13 19:22:25
305,Mardin,37.3131,40.7436,57.87,45,0,4.92,Clear,TR,2022-05-13 19:22:25
306,Garowe,8.4054,48.4845,90.84,27,100,9.46,Clouds,SO,2022-05-13 19:22:25
307,Boffa,10.1667,-14.0333,82.51,79,18,5.41,Rain,GN,2022-05-13 19:22:26
308,Chapais,49.7834,-74.8492,74.98,67,99,7.65,Clouds,CA,2022-05-13 19:22:26
309,Gunjur,13.2019,-16.7339,78.87,73,0,8.05,Clear,GM,2022-05-13 19:22:26
310,Sroda Wielkopolska,52.2284,17.2762,58.98,77,92,7.38,Clouds,PL,2022-05-13 19:22:27
311,Sonaguera,15.6333,-86.3333,87.67,39,26,6.49,Clouds,HN,2022-05-13 19:22:27
312,Beringovskiy,63.05,179.3167,36.07,82,100,4.34,Clouds,RU,2022-05-13 19:22:27
313,Nikopol,47.5712,34.3964,63.12,78,100,3.8,Clouds,UA,2022-05-13 19:22:28
314,Artyom,40.4723,50.333,64.54,69,0,15.55,Clear,AZ,2022-05-13 19:23:28
315,Timra,62.487,17.3257,49.68,62,100,6.91,Clouds,SE,2022-05-13 19:23:28
316,Margate,51.3813,1.3862,58.69,71,100,5.01,Clouds,GB,2022-05-13 19:23:29
317,Majene,-3.5403,118.9707,78.37,89,100,3.98,Clouds,ID,2022-05-13 19:23:29
318,Sembe,1.6481,14.5806,76.19,80,38,3.13,Clouds,CG,2022-05-13 19:23:30
319,Pitimbu,-7.4706,-34.8086,79.39,72,21,9.93,Rain,BR,2022-05-13 19:23:30
320,Ulaanbaatar,47.9077,106.8832,24.93,80,0,4.47,Clear,MN,2022-05-13 19:20:00
321,Saint-Georges,12.0564,-61.7485,80.28,78,75,19.57,Clouds,GD,2022-05-13 19:23:30
322,Vieste,41.8825,16.175,67.32,61,11,8.59,Clouds,IT,2022-05-13 19:23:31
323,Isangel,-19.55,169.2667,72.97,65,100,14.2,Clouds,VU,2022-05-13 19:23:31
324,Beyneu,45.3167,55.2,62.26,53,100,9.44,Clouds,KZ,2022-05-13 19:23:31
325,Valle Hermoso,25.6667,-97.8333,89.92,44,0,18.45,Clear,MX,2022-05-13 19:23:32
326,Shimoda,34.6667,138.95,68.11,96,100,21.9,Rain,JP,2022-05-13 19:23:32
327,Ardino,41.5833,25.1333,56.64,80,9,4.76,Clear,BG,2022-05-13 19:23:32
328,Halifax,44.6453,-63.5724,69.53,77,56,13.8,Clouds,CA,2022-05-13 19:19:57
329,Port Townsend,48.117,-122.7605,55.38,70,0,9.22,Clear,US,2022-05-13 19:21:55
330,Hay River,60.8156,-115.7999,46.38,61,75,8.05,Clouds,CA,2022-05-13 19:23:33
331,Registro,-24.4875,-47.8436,70.25,71,99,4.63,Clouds,BR,2022-05-13 19:23:33
332,Yerbogachen,61.2767,108.0108,39.36,96,92,3.76,Clouds,RU,2022-05-13 19:23:33
333,Zhigansk,66.7697,123.3711,18.95,85,15,10.76,Clouds,RU,2022-05-13 19:23:34
334,Ilek,51.5271,53.3831,51.22,96,31,7.4,Rain,RU,2022-05-13 19:23:34
335,Erenhot,43.6475,111.9767,46.96,36,7,6.73,Clear,CN,2022-05-13 19:23:34
336,Lazaro Cardenas,17.9583,-102.2,88.74,51,100,12.21,Clouds,MX,2022-05-13 19:23:35
337,Yulara,-25.2406,130.9889,64.94,50,100,7.0,Clouds,AU,2022-05-13 19:23:35
338,Codrington,-38.2667,141.9667,61.63,74,100,17.45,Rain,AU,2022-05-13 19:23:36
339,Norman Wells,65.282,-126.8329,62.64,23,75,5.75,Clouds,CA,2022-05-13 19:23:36
340,Leningradskiy,69.3833,178.4167,25.77,78,1,5.48,Clear,RU,2022-05-13 19:23:36
341,Vanimo,-2.6741,141.3028,77.43,89,40,3.8,Clouds,PG,2022-05-13 19:23:37
342,Praya,14.9215,-23.5087,81.14,41,0,27.63,Clear,CV,2022-05-13 19:23:37
343,Turayf,31.6725,38.6637,73.65,27,0,9.22,Clear,SA,2022-05-13 19:23:37
344,Souillac,-20.5167,57.5167,73.78,73,40,4.61,Clouds,MU,2022-05-13 19:23:38
345,Ulladulla,-35.35,150.4667,63.77,92,13,4.27,Clouds,AU,2022-05-13 19:23:38
346,Aklavik,68.2191,-135.0107,33.8,75,100,16.11,Snow,CA,2022-05-13 19:23:38
347,Karratha,-20.7377,116.8463,74.3,68,0,8.81,Clear,AU,2022-05-13 19:23:39
348,Mahebourg,-20.4081,57.7,73.69,73,40,4.61,Clouds,MU,2022-05-13 19:23:39
349,Trairi,-3.2778,-39.2689,78.33,89,100,9.28,Rain,BR,2022-05-13 19:19:37
350,Otaru,43.1894,141.0022,55.02,96,100,7.94,Rain,JP,2022-05-13 19:23:39
351,Visby,57.6409,18.296,50.22,71,100,10.36,Clouds,SE,2022-05-13 19:23:40
352,Camacha,33.0833,-16.3333,63.82,77,40,5.75,Clouds,PT,2022-05-13 19:23:40
353,Tombouctou,20.0,-3.0,94.48,8,5,16.62,Clear,ML,2022-05-13 19:23:42
354,Areia Branca,-4.9561,-37.1369,84.4,81,100,20.94,Clouds,BR,2022-05-13 19:23:43
355,Breves,-1.6822,-50.4803,80.64,93,92,4.0,Clouds,BR,2022-05-13 19:23:43
356,Callaway,30.153,-85.5699,82.45,80,100,18.41,Thunderstorm,US,2022-05-13 19:23:43
357,Sabzevar,36.2126,57.6819,60.08,48,40,13.8,Clouds,IR,2022-05-13 19:24:44
358,Mercedes,-34.6515,-59.4307,67.03,50,100,4.9,Clouds,AR,2022-05-13 19:20:28
359,Sarab,38.6066,44.9883,53.78,63,0,1.83,Clear,IR,2022-05-13 19:24:44
360,Kincardine,56.0667,-3.7167,55.18,80,100,12.93,Clouds,GB,2022-05-13 19:24:44
361,Valparaiso,-33.0393,-71.6273,70.03,65,0,10.36,Clear,CL,2022-05-13 19:24:45
362,Seminole,28.7086,-81.2081,89.28,53,40,5.75,Clouds,US,2022-05-13 19:24:45
363,Fairbanks,64.8378,-147.7164,43.21,82,75,6.91,Clouds,US,2022-05-13 19:24:20
364,Mae Sot,16.7167,98.5667,74.35,96,94,1.86,Clouds,TH,2022-05-13 19:24:45
365,Novo Aripuana,-5.1206,-60.3797,83.19,77,100,2.82,Clouds,BR,2022-05-13 19:24:46
366,Alugan,12.2188,125.4808,80.01,85,100,7.65,Clouds,PH,2022-05-13 19:24:47
367,Lagoa,39.05,-27.9833,60.22,73,100,4.63,Clouds,PT,2022-05-13 19:23:10
368,Zyryanka,65.75,150.85,36.57,75,74,8.5,Clouds,RU,2022-05-13 19:24:47
369,Aksu,41.1231,80.2644,62.46,50,100,6.2,Clouds,CN,2022-05-13 19:24:48
370,Zambezi,-13.5432,23.1047,65.57,56,16,5.3,Clouds,ZM,2022-05-13 19:24:48
371,Steamboat Springs,40.485,-106.8317,61.93,31,0,13.8,Clear,US,2022-05-13 19:23:45
372,Saint-Augustin,51.226,-58.6502,53.89,40,100,12.84,Clouds,CA,2022-05-13 19:24:48
373,Oleksandrivka,48.9634,32.2349,58.69,69,100,4.81,Clouds,UA,2022-05-13 19:24:49
374,Alghero,40.5589,8.3181,66.99,63,0,4.61,Clear,IT,2022-05-13 19:24:49
375,Culfa,38.9558,45.6308,55.27,62,0,3.53,Clear,AZ,2022-05-13 19:24:50
376,Marfino,55.7028,37.3822,51.35,61,14,10.65,Clouds,RU,2022-05-13 19:24:50
377,Ocos,14.5094,-92.1933,91.58,63,8,7.74,Clear,GT,2022-05-13 19:24:50
378,Saint-Pierre,-21.3393,55.4781,69.91,64,0,6.91,Clear,RE,2022-05-13 19:24:51
379,Kawalu,-7.3817,108.2082,74.64,97,100,0.94,Clouds,ID,2022-05-13 19:24:51
380,Chunoyar,57.4467,97.3217,51.49,43,79,2.01,Clouds,RU,2022-05-13 19:24:51
381,Wellington,-41.2866,174.7756,59.05,75,100,12.66,Clouds,NZ,2022-05-13 19:19:58
382,Klaksvik,62.2266,-6.589,41.92,67,99,18.54,Clouds,FO,2022-05-13 19:24:52
383,Nantucket,41.2835,-70.0995,69.94,92,100,9.22,Mist,US,2022-05-13 19:21:26
384,Banjar,-8.19,114.9675,77.4,89,100,3.94,Clouds,ID,2022-05-13 19:24:52
385,Cairns,-16.9167,145.7667,71.55,94,100,4.61,Clouds,AU,2022-05-13 19:22:11
386,Forio,40.7342,13.8646,67.42,71,0,9.93,Clear,IT,2022-05-13 19:24:52
387,Nanortalik,60.1432,-45.2371,31.77,90,100,6.13,Clouds,GL,2022-05-13 19:24:53
388,Nurota,40.5614,65.6886,64.58,58,60,5.61,Clouds,UZ,2022-05-13 19:24:53
389,Auki,-8.7676,160.7034,76.82,88,88,3.31,Clouds,SB,2022-05-13 19:24:54
390,Chebarkul,54.9749,60.3633,45.1,91,100,2.82,Clouds,RU,2022-05-13 19:24:54
391,Viedma,-40.8135,-62.9967,57.09,42,7,19.95,Clear,AR,2022-05-13 19:24:55
392,Mataram,-8.5833,116.1167,77.81,86,99,5.53,Clouds,ID,2022-05-13 19:24:55
393,Quballat,36.5418,9.6633,71.49,44,0,4.79,Clear,TN,2022-05-13 19:24:56
394,Ishigaki,24.3448,124.1572,75.33,94,75,8.05,Clouds,JP,2022-05-13 19:24:56
395,Ailigandi,9.2333,-78.0167,82.92,80,80,6.55,Clouds,PA,2022-05-13 19:24:57
396,Sao Felix Do Xingu,-6.6447,-51.995,88.97,54,91,4.21,Rain,BR,2022-05-13 19:24:58
397,Tank,32.2217,70.3793,92.08,6,0,2.53,Clear,PK,2022-05-13 19:24:58
398,Annau,37.8876,58.516,60.3,88,100,13.8,Rain,TM,2022-05-13 19:24:59
399,Brive-La-Gaillarde,45.25,1.5,67.28,78,71,0.43,Clouds,FR,2022-05-13 19:24:59
400,Umm Kaddadah,13.6017,26.6876,91.98,19,85,9.46,Clouds,SD,2022-05-13 19:25:00
401,Noumea,-22.2763,166.4572,75.0,99,100,12.26,Clouds,NC,2022-05-13 19:23:52
402,Port Hedland,-20.3167,118.5667,75.25,100,100,9.22,Clouds,AU,2022-05-13 19:21:10
403,Punakha,27.5837,89.8598,68.65,94,100,1.32,Clouds,BT,2022-05-13 19:26:00
404,Coxim,-18.5067,-54.76,93.24,30,48,7.81,Clouds,BR,2022-05-13 19:26:00
405,Airai,-8.9266,125.4092,60.3,95,86,1.28,Clouds,TL,2022-05-13 19:26:01
406,Feicheng,35.2606,117.9675,53.2,58,100,2.06,Clouds,CN,2022-05-13 19:26:01
407,Sambava,-14.2667,50.1667,74.71,78,4,14.36,Clear,MG,2022-05-13 19:26:02
408,Tartagal,-22.5164,-63.8013,71.17,64,100,4.09,Clouds,AR,2022-05-13 19:26:03
409,Pevek,69.7008,170.3133,25.75,79,81,17.96,Clouds,RU,2022-05-13 19:26:03
410,Juegang,32.3174,121.1855,57.9,78,2,7.74,Clear,CN,2022-05-13 19:26:04
411,Mahibadhoo,3.7833,72.9667,82.54,79,100,21.7,Rain,MV,2022-05-13 19:26:04
412,Khovu-Aksy,51.1333,93.6,44.37,32,10,3.96,Clear,RU,2022-05-13 19:26:05
413,Sal Rei,16.1833,-22.9167,79.0,57,0,14.97,Clear,CV,2022-05-13 19:26:05
414,Egvekinot,66.3167,-179.1667,22.48,88,6,2.77,Clear,RU,2022-05-13 19:26:06
415,Rochegda,62.8,43.25,44.62,89,100,6.17,Clouds,RU,2022-05-13 19:26:06
416,Xuanzhou,30.9525,118.7553,55.83,83,22,6.04,Clouds,CN,2022-05-13 19:26:07
417,Sri Aman,1.2376,111.4621,75.25,94,100,2.3,Clouds,MY,2022-05-13 19:26:07
418,Sur,22.5667,59.5289,90.88,35,2,11.77,Clear,OM,2022-05-13 19:24:41
419,Namatanai,-3.6667,152.4333,78.37,79,89,5.7,Clouds,PG,2022-05-13 19:26:08
420,Jaciara,-15.9653,-54.9683,90.32,35,78,5.86,Clouds,BR,2022-05-13 19:26:09
421,Sakhnovshchyna,49.1517,35.872,54.19,72,100,5.06,Clouds,UA,2022-05-13 19:26:09
422,Cabedelo,-6.9811,-34.8339,79.47,74,92,11.21,Clouds,BR,2022-05-13 19:26:10
423,El Bagre,7.5927,-74.8086,83.12,88,100,3.74,Clouds,CO,2022-05-13 19:26:10
424,Srednekolymsk,67.45,153.6833,32.86,84,77,1.9,Clouds,RU,2022-05-13 19:26:11
425,Zacualpan,21.25,-105.1667,98.22,58,17,9.24,Clouds,MX,2022-05-13 19:26:11
426,Kudahuvadhoo,2.6708,72.8944,80.76,82,100,21.81,Rain,MV,2022-05-13 19:26:12
427,Saint Anthony,45.0205,-93.218,75.25,47,0,13.8,Clear,US,2022-05-13 19:26:12
428,Piacabucu,-10.4056,-36.4344,81.91,70,9,8.63,Clear,BR,2022-05-13 19:26:13
429,Takoradi,4.8845,-1.7554,81.93,82,88,10.02,Clouds,GH,2022-05-13 19:26:03
430,San Policarpo,12.1791,125.5072,80.46,84,100,8.37,Clouds,PH,2022-05-13 19:26:13
431,Joshimath,30.5667,79.5667,63.0,61,12,5.84,Clouds,IN,2022-05-13 19:26:14
432,Aswan,24.0934,32.907,101.5,9,0,5.75,Clear,EG,2022-05-13 19:26:14
433,Sao Jose Da Coroa Grande,-8.8978,-35.1478,81.63,77,26,7.4,Clouds,BR,2022-05-13 19:26:15
434,Huarmey,-10.0681,-78.1522,70.27,73,40,9.8,Clouds,PE,2022-05-13 19:26:15
435,Ecoporanga,-18.3733,-40.8306,78.46,66,95,6.38,Clouds,BR,2022-05-13 19:26:16
436,Poronaysk,49.2167,143.1167,39.74,92,100,2.48,Clouds,RU,2022-05-13 19:26:20
437,Haines Junction,60.7522,-137.5108,49.95,32,100,6.91,Clouds,CA,2022-05-13 19:26:21
438,Ilulissat,69.2167,-51.1,24.82,68,75,10.36,Clouds,GL,2022-05-13 19:26:21
439,Atbasar,51.8,68.3333,56.79,65,99,7.43,Clouds,KZ,2022-05-13 19:26:22
440,Ostrovnoy,68.0531,39.5131,42.93,86,100,7.52,Clouds,RU,2022-05-13 19:26:22
441,Vestmanna,62.1564,-7.1664,40.12,70,75,9.22,Clouds,FO,2022-05-13 19:26:24
442,Pedana,16.2667,81.1667,84.04,82,0,7.14,Clear,IN,2022-05-13 19:26:24
443,Sarkand,45.41,79.9186,60.87,47,89,7.11,Clouds,KZ,2022-05-13 19:26:25
444,Peterborough,52.5736,-0.2478,61.99,77,82,12.39,Clouds,GB,2022-05-13 19:26:25
445,Virginia Beach,36.8529,-75.978,75.04,90,75,9.22,Thunderstorm,US,2022-05-13 19:24:40
446,Coracao De Jesus,-16.6853,-44.365,87.6,27,100,3.85,Clouds,BR,2022-05-13 19:21:58
447,Teknaf,20.8624,92.3058,80.74,87,74,8.52,Clouds,BD,2022-05-13 19:26:27
448,Muroto,33.2833,134.15,69.46,94,100,14.12,Clouds,JP,2022-05-13 19:26:27
449,Smolenka,52.1352,113.4974,35.67,80,14,0.0,Clouds,RU,2022-05-13 19:27:27
450,Havelock,34.8791,-76.9013,80.94,76,40,4.61,Clouds,US,2022-05-13 19:25:44
451,Bambanglipuro,-7.95,110.2833,80.15,86,100,3.15,Clouds,ID,2022-05-13 19:27:28
452,Burla,21.5,83.8667,88.41,43,36,6.31,Rain,IN,2022-05-13 19:27:28
453,Kununurra,-15.7667,128.7333,69.78,88,33,0.0,Clouds,AU,2022-05-13 19:27:28
454,Arrecife,28.963,-13.5477,69.78,78,20,3.44,Clouds,ES,2022-05-13 19:27:29
455,Noshiro,40.2039,140.0242,62.08,99,100,4.16,Rain,JP,2022-05-13 19:27:29
456,Huayucachi,-12.1333,-75.2333,62.92,45,89,3.65,Clouds,PE,2022-05-13 19:27:30
457,Deputatskiy,69.3,139.9,12.74,87,100,2.82,Clouds,RU,2022-05-13 19:27:30
458,Tyazhinskiy,56.116,88.524,55.04,40,0,5.44,Clear,RU,2022-05-13 19:27:30
459,Santa Maria,-29.6842,-53.8069,67.3,60,0,9.22,Clear,BR,2022-05-13 19:27:31
460,Valday,57.9747,33.2525,47.26,80,1,11.7,Clear,RU,2022-05-13 19:27:31
461,Coracora,-15.0333,-73.7833,62.06,38,45,10.67,Clouds,PE,2022-05-13 19:27:32
462,Aanekoski,62.6946,25.818,50.07,66,18,4.63,Clouds,FI,2022-05-13 19:27:32
463,Pitea,65.3172,21.4794,46.49,60,76,3.18,Clouds,SE,2022-05-13 19:27:32
464,Eyrarbakki,63.863,-21.1481,43.21,46,100,6.04,Clouds,IS,2022-05-13 19:27:33
465,Roma,43.2128,-75.4557,84.38,46,75,10.36,Clouds,US,2022-05-13 19:27:33
466,Russell,32.3502,-85.1999,79.97,69,40,0.0,Clouds,US,2022-05-13 19:27:33
467,Tuatapere,-46.1333,167.6833,52.12,96,100,6.73,Clouds,NZ,2022-05-13 19:27:34
468,Luyang,27.6239,110.0989,62.13,91,100,3.47,Clouds,CN,2022-05-13 19:27:34
469,Kurilsk,45.2333,147.8833,46.36,97,100,12.19,Clouds,RU,2022-05-13 19:27:35
470,Marsa Matruh,31.3525,27.2453,66.4,82,0,9.22,Clear,EG,2022-05-13 19:27:35
471,Portland,45.5234,-122.6762,58.55,57,100,5.75,Clouds,US,2022-05-13 19:23:06
472,Padang,-0.9492,100.3543,77.14,83,92,3.98,Clouds,ID,2022-05-13 19:27:36
473,Richards Bay,-28.783,32.0377,67.21,88,33,4.09,Clouds,ZA,2022-05-13 19:27:36
474,Pirovskoye,57.6267,92.2658,51.6,44,9,4.52,Clear,RU,2022-05-13 19:27:36
475,San Patricio,28.017,-97.5169,92.16,42,4,16.22,Clear,US,2022-05-13 19:27:37
476,Prabumulih,-3.45,104.25,73.89,94,61,2.21,Clouds,ID,2022-05-13 19:27:37
477,Neepawa,50.2289,-99.4664,55.8,89,100,21.32,Clouds,CA,2022-05-13 19:27:37
478,Nove Zamky,47.9854,18.1619,66.22,86,36,8.21,Clouds,SK,2022-05-13 19:25:08
479,Puerto Del Rosario,28.5004,-13.8627,69.55,78,0,4.61,Clear,ES,2022-05-13 19:27:38
480,Nuuk,64.1835,-51.7216,30.81,69,75,2.3,Snow,GL,2022-05-13 19:25:37
481,Kjollefjord,70.9457,27.3465,35.65,81,100,17.98,Clouds,NO,2022-05-13 19:27:38
482,Battle Creek,42.3212,-85.1797,84.67,37,0,10.07,Clear,US,2022-05-13 19:24:49
483,Payakumbuh,-0.2202,100.6308,71.2,92,85,2.33,Clouds,ID,2022-05-13 19:27:38
484,Christchurch,-43.5333,172.6333,49.95,90,75,4.61,Clouds,NZ,2022-05-13 19:26:35
485,Varzob,38.7737,68.8178,65.93,73,54,3.47,Clouds,TJ,2022-05-13 19:27:39
486,Port-Cartier,50.0334,-66.8654,46.74,98,100,6.6,Clouds,CA,2022-05-13 19:27:39
487,Balakirevo,56.5059,38.8432,47.53,83,12,12.35,Clouds,RU,2022-05-13 19:27:39
488,Ambon,-3.6954,128.1814,78.94,94,40,2.3,Clouds,ID,2022-05-13 19:27:40
489,Lowestoft,52.4752,1.7516,64.65,59,79,12.93,Clouds,GB,2022-05-13 19:27:40
490,Tagusao,9.1924,117.8141,79.92,82,100,3.71,Clouds,PH,2022-05-13 19:27:41
491,Gambela,8.25,34.5833,80.33,62,59,3.27,Clouds,ET,2022-05-13 19:27:41
492,Hofn,64.2539,-15.2082,42.04,47,82,3.8,Clouds,IS,2022-05-13 19:27:41
493,Mirnyy,62.5353,113.9611,30.24,63,100,4.0,Clouds,RU,2022-05-13 19:27:42
494,Araouane,18.9048,-3.5265,94.08,8,60,12.64,Clouds,ML,2022-05-13 19:28:42
495,Anan,33.9167,134.65,65.98,94,100,8.05,Clouds,JP,2022-05-13 19:28:42
496,Lucapa,-8.4192,20.7447,73.62,58,74,2.13,Clouds,AO,2022-05-13 19:28:43
497,Lompoc,34.6391,-120.4579,91.54,18,0,10.36,Clear,US,2022-05-13 19:27:37
498,Khorixas,-20.3667,14.9667,69.19,26,0,5.17,Clear,NA,2022-05-13 19:28:44
499,Tsogni,-2.7942,10.0988,77.14,93,100,4.94,Clouds,GA,2022-05-13 19:28:44
500,Nara,34.6851,135.8049,67.5,98,100,0.78,Rain,JP,2022-05-13 19:24:14
501,Amapa,1.0,-52.0,79.07,95,68,3.29,Clouds,BR,2022-05-13 19:28:44
502,Fairlie,55.756,-4.8556,54.23,85,100,5.99,Clouds,GB,2022-05-13 19:28:45
503,Brooks,50.5834,-111.8851,53.58,50,100,10.36,Clouds,CA,2022-05-13 19:25:14
504,Octeville,49.6261,-1.6435,54.09,71,0,6.91,Clear,FR,2022-05-13 19:28:45
505,Semey,50.4111,80.2275,62.42,56,58,5.75,Clouds,KZ,2022-05-13 19:28:45
506,Clyde River,70.4692,-68.5914,25.03,80,20,24.16,Clouds,CA,2022-05-13 19:28:46
507,Voyvozh,62.892,54.9635,48.78,80,92,4.97,Clouds,RU,2022-05-13 19:28:46
508,Mahanoro,-19.9,48.8,70.32,84,87,3.33,Clouds,MG,2022-05-13 19:28:46
509,Monrovia,6.3005,-10.7969,81.64,80,43,9.53,Clouds,LR,2022-05-13 19:25:42
510,La Fria,8.2203,-72.2439,93.31,50,99,7.9,Clouds,VE,2022-05-13 19:28:47
511,Rio Claro,-22.4114,-47.5614,76.87,48,0,2.28,Clear,BR,2022-05-13 19:28:47
512,Teya,60.3778,92.6267,39.87,94,11,2.66,Clouds,RU,2022-05-13 19:28:48
513,Lafia,8.4833,8.5167,89.08,50,3,7.61,Clear,NG,2022-05-13 19:28:48
514,Nakusp,50.2499,-117.8023,46.74,71,99,2.3,Clouds,CA,2022-05-13 19:28:48
515,Zhuhai,22.2769,113.5678,76.78,100,40,9.22,Rain,CN,2022-05-13 19:28:49
516,Wagar,16.1525,36.2032,96.71,14,0,14.34,Clear,SD,2022-05-13 19:28:49
517,Port-Gentil,-0.7193,8.7815,82.36,83,40,9.22,Thunderstorm,GA,2022-05-13 19:28:49
518,Port Blair,11.6667,92.75,82.44,89,75,3.44,Mist,IN,2022-05-13 19:28:50
519,San Ramon De La Nueva Oran,-23.1322,-64.326,75.78,49,68,5.46,Clouds,AR,2022-05-13 19:28:50
520,Yomou,7.5603,-9.2653,74.37,79,100,9.84,Rain,GN,2022-05-13 19:28:50
521,Usinsk,65.9939,57.5281,49.1,76,70,9.4,Clouds,RU,2022-05-13 19:28:51
522,Tura,25.5198,90.2201,71.26,97,16,5.46,Clouds,IN,2022-05-13 19:28:51
523,Carauari,-4.8828,-66.8958,84.25,77,49,2.95,Clouds,BR,2022-05-13 19:28:51
524,Praia Da Vitoria,38.7333,-27.0667,62.76,94,75,9.64,Rain,PT,2022-05-13 19:24:15
525,Ayagoz,47.9714,80.4392,55.83,69,37,8.66,Clouds,KZ,2022-05-13 19:28:52
526,Wilmington,34.2257,-77.9447,76.95,88,100,5.75,Rain,US,2022-05-13 19:27:23
527,Ravar,31.2656,56.8055,71.38,24,0,11.05,Clear,IR,2022-05-13 19:28:52
528,Huescar,37.811,-2.5412,69.12,52,99,2.26,Clouds,ES,2022-05-13 19:25:23
529,Bialystok,53.1333,23.15,52.97,64,100,5.06,Clouds,PL,2022-05-13 19:27:10
530,Nisia Floresta,-6.0911,-35.2086,79.18,83,95,8.86,Clouds,BR,2022-05-13 19:28:52
531,Manicore,-5.8092,-61.3003,82.35,83,100,4.61,Rain,BR,2022-05-13 19:28:53
532,Sari,36.5633,53.0601,58.5,92,100,6.33,Clouds,IR,2022-05-13 19:28:53
533,Pahrump,36.2083,-115.9839,81.45,9,0,8.01,Clear,US,2022-05-13 19:28:53
